Features	Class
"[-1.77626526e+02  1.21915344e+02 -9.42448578e+01  4.22193098e+00
 -5.15597229e+01  1.04340715e+01 -1.47131739e+01  7.88014221e+00
  9.54166031e+00 -2.30015507e+01  4.01718557e-01 -3.90269589e+00
  5.69816865e-03 -7.26514816e+00  7.86180401e+00  5.92800856e+00
  5.85166931e+00  2.72949529e+00 -2.04329944e+00  2.41016841e+00
 -4.29753208e+00 -1.35598376e-01 -4.76392126e+00 -8.40754628e-01
 -6.72536612e+00 -6.50777292e+00 -5.77544069e+00 -4.66829252e+00
  7.37771416e+00  8.99695587e+00  1.83020935e+01  1.12212305e+01
  3.47455239e+00 -1.95326233e+00 -6.93268394e+00  5.28881371e-01
  3.86373544e+00  3.72005105e+00 -1.19939053e+00 -5.17246342e+00]"	cat
"[-3.0701901e+02  5.9593376e+01 -2.1397011e+01  1.4756504e+01
 -1.4523365e+00  6.9844160e+00  1.2181056e+01  1.4323404e+01
  1.8409765e+01  1.3403280e+01  9.8854828e+00  5.9917302e+00
  7.3044219e+00  1.1210223e+01  1.4314701e+01  6.3844113e+00
  6.4177752e+00  4.8051391e+00  1.0387636e+00  2.2742150e+00
  1.5888058e+00  6.6702623e+00  6.6834826e+00  6.4356260e+00
  4.8027992e+00  3.4633050e+00  1.7228792e+00  7.2169408e-02
  2.5798595e+00  3.2715476e+00  5.3841333e+00  1.1601393e+00
  1.0507407e+00  1.8834292e+00  8.7610886e-02  1.9060239e+00
 -3.3049250e-01  4.6012652e-01 -5.0586838e-01  1.9836703e-01]"	dog
"[-3.5861539e+02  9.1546059e+01 -4.3135581e+00  5.5059933e+01
 -6.6394300e+00  2.8054598e+01  4.4159503e+00  9.7037916e+00
  9.2235718e+00 -4.2627387e+00  1.2255718e+01  3.0568767e+00
  6.0285516e+00 -6.2974153e+00  7.1685128e+00  3.8639150e+00
 -1.6960268e+00  8.8696041e+00  3.1723821e+00  5.9497013e+00
  1.4808308e+00  2.8976130e+00  1.0348334e+00 -9.4086640e-02
  9.0739012e-01  1.4714292e+00  1.9917644e+00 -1.4653927e-01
  3.3275502e+00  4.1589683e-01  1.1457298e+00  1.4553615e+00
 -3.2382542e-01  2.6806447e-01  4.2475700e-01 -1.3228720e+00
 -5.3032559e-01  1.4046079e+00 -1.8936640e+00  1.1542606e+00]"	cat
"[-4.4667087e+02  1.4238144e+02 -1.7594259e+01  3.6198883e+01
 -1.8020056e+01  2.2159660e+01 -3.5398467e+00  3.9519393e+00
 -2.5136218e+00 -1.1249621e+01  5.3922076e-02 -9.9916391e+00
  8.3355227e+00 -1.6111529e+00  1.0298117e+01  2.7633491e+00
 -2.1391332e+00  2.5826387e+00 -3.4759541e+00 -4.7371405e-01
 -9.5292025e+00 -3.0788572e+00 -5.3584495e+00 -3.6077521e+00
 -4.7005024e+00 -5.7016678e+00 -1.4749155e+00 -5.6671586e+00
 -1.8097101e+00 -2.3740478e+00 -1.4434223e+00 -4.9675474e+00
 -3.6102462e+00 -1.9595858e+00 -3.2470353e+00 -2.0864685e+00
 -4.9596701e+00 -3.3937774e+00 -3.6246636e+00 -1.8453283e+00]"	cat
"[-257.1266       94.20781       4.9375234    64.08871     -26.448236
   46.945087      6.130245     17.838966     13.247109     -4.127405
   21.583954      0.87746215   16.76836       4.1993814     4.4190564
   -0.9116436     3.7498195     8.562911      4.6485767     8.166326
   -6.533639      4.2462707     6.7633724     8.963702      3.8360326
    1.2385615     4.888876     -3.222478     -0.26851624    2.7794247
    5.2697206    -0.37196952    0.2772925     4.0980873     2.9720762
    0.37731352    2.7013097     1.3235548    -4.3297267     3.346821  ]"	cat
"[-2.7381534e+02  7.2471771e+01 -5.2112762e+01  8.0827026e+01
 -9.8215036e+00  2.2671848e+01 -7.2189937e+00  1.8344063e+01
  2.2035966e+00 -1.2120074e+01  2.0151752e+01  2.8037379e+00
  3.5759823e+01  8.7118893e+00 -7.4413199e+00 -9.6710606e+00
  1.1873096e+00  1.8508123e+01 -5.6410080e-01 -8.0068913e+00
 -8.4778595e+00  1.5279824e+01  1.3602287e+01  1.0492007e+00
 -1.4860065e+00  3.2939465e+00  9.1546434e-01 -1.1177243e+01
  2.5903806e-01  1.7771147e+00 -4.7911243e+00 -5.1735840e+00
  9.6513357e+00  7.9771104e+00 -1.3083295e+00  4.0793443e+00
 -5.2845497e+00 -5.4325390e+00  2.4685516e+00  1.7602975e-02]"	cat
"[-3.1777487e+02  1.3052890e+02 -1.8095530e+01  3.1014942e+01
 -1.5583173e+00  8.1968050e+00 -3.6928895e+00 -8.5938174e-01
  2.0743439e+00 -5.3111320e+00  3.5850804e+00 -3.2641215e+00
  1.2907226e+00 -6.9198055e+00 -3.2268257e+00 -4.6200821e-01
 -2.8985693e+00 -1.2507106e+00 -3.6073372e+00  2.2959344e+00
 -2.7911596e+00 -1.7719022e+00 -6.4501005e-01 -8.2071036e-01
 -7.9823449e-02  3.4017476e-01  4.8050556e+00  1.4268255e-01
  2.4324543e+00  2.5330205e+00 -1.9886860e+00 -1.7020283e+00
  9.5198140e-02  5.6430531e-01 -8.6710036e-01  1.3087678e+00
 -1.3140357e+00 -7.0036709e-01 -9.0312922e-01 -2.8814967e+00]"	cat
"[-4.2952979e+02  3.7996371e+00 -3.5458332e+01  4.7729630e+00
 -1.2741441e+01  2.8735193e+01 -7.4329515e+00  1.9720695e+01
 -1.2458859e+01 -3.7992785e+00  1.2100775e+01  1.9447879e+00
  8.3047781e+00 -1.4104132e+01  8.9538565e+00 -3.7266152e+00
  1.9746274e+00  3.2670245e+00  1.4231505e+00  3.0652812e+00
 -5.3135023e+00  6.8320584e+00  1.7845970e-01  6.8579974e+00
  2.6099315e+00  3.0646334e+00  3.9126389e+00  4.6028835e-01
  3.7796612e+00  1.3563422e+00  6.8680108e-01 -3.2996931e+00
  1.2700261e+00 -4.6787170e-01  4.3592453e-01 -4.6958253e-01
 -2.5363365e-01  1.1305590e+00 -1.6579646e+00  6.9647896e-01]"	cat
"[-337.44888      93.53803    -107.44853     -24.75917      15.028559
   19.901066     -3.6449072    -1.5349892    -2.7888694    -2.055172
   16.509987     -7.102177    -11.717847     -7.902584     -7.318076
    2.184326     -0.9367772    -3.4329803    -1.2951782     1.8303659
    0.3791358    -6.513172     -9.4475       -3.3944187    -0.82209474
   -4.8885994    -5.2905393    -2.0303338    -8.155847    -12.80707
   -1.0040921    -1.716716     -8.005384     -4.6421003    -5.5228567
   -1.9448969     0.70587736   -2.4652615     0.52783877   -2.8562796 ]"	cat
"[-2.8269391e+02  1.4264052e+02 -2.2419352e+01 -6.6247149e+00
 -6.2665062e+00  1.6482349e+01 -1.4035946e+01 -1.1399601e+01
 -5.2975063e+00 -1.5829761e+01  1.2837347e-01  1.6052864e+01
  2.4051886e+01  1.8125444e+01  2.3275908e+01  3.9122849e+00
 -5.1402192e+00  1.7008097e+00  4.6322260e+00  5.9359665e+00
 -1.4722548e+01 -8.2108450e+00  7.3259740e+00  7.2559257e+00
  3.3813536e+00  4.0599794e+00  5.8323789e+00 -1.9581883e+00
 -3.5508547e+00 -2.1090260e+00  1.0392274e+00 -2.9924417e+00
 -1.6215079e+00  4.3772025e+00  2.1390655e+00  4.4994669e+00
  2.6557903e+00  8.5361618e-01 -1.2270733e+00 -1.2047489e+00]"	dog
"[-2.6304260e+02  9.3669006e+01 -4.3996811e+01  1.8987510e+00
 -2.8419621e+01 -2.4595217e-01 -1.6220842e+01 -1.4532327e+01
 -1.6377610e+00 -1.0005413e+01 -6.4741554e+00 -1.3778015e+01
 -3.5869985e+00 -1.1215129e+01 -5.8587565e+00 -2.7245839e+00
 -6.1816092e+00  2.6664918e-02 -4.2581787e+00  2.5547915e+00
 -1.2067045e+00 -4.0126262e+00 -1.2250290e+00 -2.9766551e-01
  8.5819900e-01 -2.7298176e+00 -3.7458601e+00 -5.0501218e+00
 -8.4403622e-01 -1.1779828e+00 -3.7982616e+00 -3.9120066e+00
 -4.5236058e+00 -1.8561237e+00  1.3181626e+00  3.9800580e+00
  3.4583540e+00  4.6410747e+00  2.4209125e+00 -1.3084697e+00]"	cat
"[-2.39359741e+02  1.86835953e+02 -7.23712616e+01 -2.36882572e+01
 -9.07378483e+00 -1.57486267e+01 -2.33219128e+01 -5.11559916e+00
 -2.81871624e+01  1.58442652e+00  1.33078575e+01 -1.38726072e+01
  8.65710068e+00  7.64352024e-01 -1.40886250e+01 -1.75158997e+01
  1.30283689e+00 -1.07063684e+01 -1.24228945e+01  3.93379831e+00
 -6.38743782e+00  9.46303368e+00  5.73386526e+00  5.39476347e+00
  8.92922688e+00  1.62542522e+00  8.69900513e+00  1.29030824e+00
  1.43122900e+00  6.85191011e+00 -9.50508654e-01  4.35788155e-01
  3.85630727e+00 -1.48084477e-01  3.71580410e+00  5.10951185e+00
  1.22552431e+00  8.47037137e-01  2.73099208e+00  4.77326059e+00]"	dog
"[-268.63733     135.84189     -35.058765     63.91216     -30.325891
   34.765312     -4.7790465     7.7669244     4.5221953    -5.833961
    4.941693     -9.025426     13.209747     -4.8716326     9.9026785
   -3.7044585    -1.9797308     1.6658756    -3.234182      2.7717257
   -7.6019907     3.2564054    -4.421115      1.7357368    -2.3384006
   -2.7145932     0.9009662    -1.5341134     4.0071287    -2.3721795
    1.3177512    -3.802182     -1.5024451    -1.52307      -1.2644876
    0.9646526    -1.3357433     0.47554958   -2.4178834     0.5123237 ]"	cat
"[-2.24860901e+02  1.21483475e+02 -7.79739838e+01 -6.19578481e-01
 -6.77621651e+00  4.67528458e+01 -3.18898411e+01  2.20080261e+01
  1.62940292e+01  4.25833845e+00  2.92722206e+01 -6.12020779e+00
  1.28011551e+01 -1.79606094e+01  2.79335070e+00  9.41647911e+00
  2.55445957e+00  7.26802683e+00  3.04855275e+00  1.72584095e+01
  1.97044766e+00  4.20589590e+00 -5.20532322e+00 -4.08782101e+00
  5.04843175e-01 -5.41510522e-01  1.62318802e+00  2.56175064e-02
  5.36994410e+00 -1.77460766e+00  5.03006792e+00 -2.50554681e+00
 -5.97955894e+00 -3.93778801e-01 -2.29313040e+00 -1.37200385e-01
 -2.88173985e+00  2.09816742e+00 -8.68264019e-01 -1.20345283e+00]"	cat
"[-3.3118112e+02  1.3117395e+02  6.2730217e+00 -8.9944019e+00
 -9.8223858e+00 -5.9667311e+00 -1.0369826e+01 -2.2804277e+00
 -2.3958910e+00 -4.4603443e+00 -4.9346652e+00 -5.3087063e+00
  4.3504648e+00  8.3451958e+00  1.5832789e+01  8.2673893e+00
 -3.9788303e-01 -9.5154699e-03 -3.3051736e+00 -3.4649849e+00
 -2.9549141e+00 -5.4051840e-01 -3.0621004e+00 -2.4226596e+00
 -1.5977317e-01  1.4234158e-01  1.6462789e+00  1.4583951e+00
  2.8620226e+00  1.5810646e+00  1.2198516e+00  4.3580112e-01
 -3.9408121e-01 -3.8767299e-01 -4.0016571e-01  9.8270953e-02
 -2.2475901e+00 -1.5598747e+00 -9.6953446e-01 -6.8310714e-01]"	dog
"[-4.1745969e+02  1.1531807e+02  1.3007658e+01  4.8492355e+01
 -9.3689766e+00  1.9454264e+01  4.4717727e+00  6.4435239e+00
  9.6876812e+00 -1.2454895e+00  8.0233917e+00  3.8195925e+00
  3.6502712e+00 -7.0502834e+00  8.6053743e+00  1.1195402e+00
  4.9175909e-01  1.2303606e+01 -1.8888082e-01  3.9357891e+00
 -5.1260525e-01  2.0306922e-01  1.1385748e+00 -1.1040591e+00
 -6.4319350e-02 -4.9098530e-01  1.0088109e+00 -1.1381454e+00
  2.0404561e+00 -6.1690789e-01  4.9884623e-01  2.6924949e+00
  3.6914375e-01  2.2878108e+00  7.9801208e-01  3.0864453e-01
  1.0935149e+00  1.2027917e+00  1.1610210e+00  1.2975035e+00]"	cat
"[-3.27290039e+02  1.06628426e+02 -2.36637344e+01 -1.63242111e+01
 -3.15124531e+01 -1.76494732e+01 -1.63184643e+01 -1.01851025e+01
 -1.18404789e+01 -1.89775693e+00  1.68045270e+00 -8.07571507e+00
  1.67483652e+00 -1.26671210e-01  7.88753986e+00  2.98711634e+00
 -2.29419971e+00  5.39615333e-01 -5.49549484e+00 -3.83591819e+00
 -3.65641665e+00 -1.69781482e+00 -3.34821248e+00 -3.93660045e+00
 -8.66318822e-01 -1.57605469e-01 -1.45610118e+00  9.94108260e-01
  3.84286547e+00  3.91869783e-01  9.27516162e-01  4.09645945e-01
 -1.08921073e-01 -1.55175682e-02 -1.25960737e-01 -1.26446581e+00
 -2.88887358e+00 -1.05896032e+00 -6.12192750e-01  1.01554251e+00]"	dog
"[-3.9306567e+02  6.4897240e+01 -7.2501541e+01  4.9528965e+01
 -3.4491257e+01  2.4914883e+01 -1.3182899e+01 -1.3171361e-01
 -4.3184786e+00 -1.0842662e+01  2.0618684e+00 -1.2772058e+01
  1.4841522e+01 -2.7217203e-01  1.0843796e+01  4.1193137e+00
  5.9533849e+00  5.8934417e+00 -2.1606383e-01  6.1930971e+00
 -1.5754361e+00  5.3383508e+00 -1.8757970e+00  3.2379258e+00
 -7.8543417e-02 -1.3174750e+00  4.6631083e-01 -6.6049498e-01
  2.4436419e+00 -2.2211864e+00  1.1359583e+00 -7.9302633e-01
  3.0864878e+00  3.0824357e-01  5.7356125e-01  2.4246581e+00
 -7.1383923e-01 -2.2824237e-01 -7.4576467e-01  2.5888109e+00]"	cat
"[-2.40280396e+02  1.24160805e+02 -2.83000431e+01  3.09293079e+01
 -2.98790665e+01  1.15379248e+01 -2.52017899e+01 -1.28742647e+01
 -1.12579737e+01 -1.35395470e+01 -1.96299052e+00 -1.74150696e+01
  5.66310406e+00 -4.44984531e+00  4.10212564e+00 -1.59185183e+00
 -6.69583130e+00 -4.56834602e+00 -4.32615042e+00  2.28784633e+00
 -5.97176266e+00  3.47229218e+00  2.18604040e+00  4.00975609e+00
 -6.34980142e-01 -4.18414831e+00 -3.59478021e+00 -6.64117241e+00
 -6.08272314e-01 -4.15113640e+00 -4.77870405e-01 -1.91095674e+00
 -2.09265575e-01  3.64256144e+00 -8.90447944e-02  8.16322863e-01
 -9.82835233e-01 -1.00912583e+00 -1.54440820e+00 -3.32694530e+00]"	dog
"[-3.8228455e+02  1.3466043e+02  2.6937344e+01  1.5336122e+01
  1.5307430e+01  2.2331305e+01  1.9657387e+01  2.2059309e+01
  1.8384731e+01  1.1938295e+01  1.1083980e+01  4.3056831e+00
  4.2688465e+00  1.7515227e+00  4.9226964e-01  1.0611041e+00
  2.0515151e+00 -6.1460632e-01 -3.4494708e+00  3.0133228e+00
  2.6246905e+00  5.8309431e+00  1.4764020e+01  1.3858203e+01
  7.5548649e+00  3.9767435e+00  2.0409369e+00 -9.4374180e-01
  1.7074451e+00  2.2182536e+00 -1.5630221e+00 -2.1121111e+00
 -2.0448589e+00  1.8601404e-01  1.1053005e+00 -2.0603690e-01
 -9.1251606e-01 -1.1508911e+00  2.1709080e+00  1.0700934e+00]"	cat
"[-3.0321786e+02  1.5216817e+02 -4.4142891e+01 -4.0802025e+01
 -8.3423328e+00 -2.0635109e+01 -2.0653339e+01 -1.0787169e+01
 -1.4941829e+01  3.1773880e+00  1.2688755e+01 -8.3591547e+00
 -5.7026668e+00  9.4142342e+00 -3.2472901e+00 -2.0561245e+01
 -7.9545021e+00 -1.4777564e+00 -5.3067188e+00  7.0109802e-01
  1.8931487e+00  4.7896824e+00  8.0035620e+00  1.0114601e+01
  5.9987578e+00 -3.9712138e-02  5.8373156e+00  5.4687390e+00
  3.6396885e-01  2.2795446e+00  9.3509620e-01 -1.9389830e+00
  2.1625791e+00  6.0618224e+00  5.4841933e+00  4.8641438e+00
  4.4374714e+00  3.5199802e+00  2.0931087e+00 -6.1923623e-01]"	dog
"[-2.38812408e+02  9.02542114e+01 -6.50498276e+01  7.70573502e+01
 -5.47977943e+01  6.17417183e+01 -1.96635342e+01  2.51229515e+01
 -5.38952732e+00  7.16175079e-01  8.45991516e+00 -1.33927050e+01
  1.63264656e+01 -1.70808849e+01  1.35090685e+01 -1.26502628e+01
  4.64970112e+00 -5.29335690e+00 -2.80659151e+00  9.04171348e-01
 -9.63313770e+00  4.21502256e+00 -1.04967394e+01  3.70575547e+00
 -7.19667292e+00  2.22349435e-01 -4.01535559e+00 -2.20334816e+00
 -6.83705151e-01 -4.12491083e+00  8.58296096e-01 -4.93490887e+00
  8.76366496e-01 -4.65450430e+00  2.59551346e-01 -3.19415450e+00
 -8.00269008e-01 -1.30918372e+00 -1.66883492e+00 -3.61369341e-03]"	dog
"[-2.22954880e+02  6.92361450e+01 -1.22934891e+02  2.21600494e+01
 -5.50701599e+01 -5.96727610e+00 -2.08351746e+01 -9.27906132e+00
 -2.94223642e+00  1.27292824e+01  2.25361290e+01  5.12165308e+00
 -2.79455614e+00 -1.96124229e+01 -8.43541908e+00 -8.36371803e+00
  2.92578959e+00 -1.57612000e+01  5.17558336e-01  1.00897980e+01
  9.42708874e+00  4.58186817e+00 -1.03463545e+01  7.29182911e+00
 -8.40103722e+00  2.10151339e+00  1.80018651e+00  1.06816840e+00
 -6.99459195e-01 -4.72338200e+00  5.19631290e+00 -9.10375309e+00
 -1.97941148e+00 -2.66913462e+00 -1.04157901e+00 -4.88237917e-01
  8.69810954e-02  1.46314645e+00 -4.92574990e-01  1.53185755e-01]"	cat
"[-3.6973999e+02  1.2471150e+02 -3.9395802e+01 -3.2940777e+01
 -1.0307406e+01 -1.4112044e+01 -1.6010967e+01 -1.2666919e+01
 -1.2903134e+01  3.6472771e+00  1.6514273e+01  3.5327103e+00
 -7.6338911e+00  5.2686849e+00  9.7372627e+00 -1.6394173e+01
 -1.4918559e+01 -4.2240334e+00 -5.9782991e+00  9.3533058e+00
  2.2523575e+01  2.4414759e+01  2.2444412e+01  1.7724266e+01
  4.3620315e+00 -7.6217704e+00 -3.8476970e+00  5.9682260e+00
  3.9628406e+00 -7.1131949e+00 -8.4693918e+00 -3.5868185e+00
  2.1111400e+00  3.8880105e+00 -1.2806966e+00 -2.0865254e+00
  1.1224122e+00 -4.2986619e-01 -8.7961974e-03  2.5402942e+00]"	dog
"[-264.0972      184.16785     -23.022118    -30.285692    -17.940668
   -2.7451537    -2.5192487   -12.715548    -19.069492    -15.465095
   16.995338     23.55701     -26.866388    -12.053573     27.05992
  -14.101372     -7.7379565     0.33751294  -23.128958     -2.0816138
    6.2882757     7.9418225     7.3064857     8.5225935    18.881735
    9.871423      1.0300102     7.697804      4.215373     -6.495745
    1.9338013    -1.4796543    -3.7491672    -1.304007     -7.9247737
    0.6948922    -1.3697749    -2.190342     -2.7054977   -12.045284  ]"	dog
"[-2.6834689e+02  1.3428940e+02 -4.2874321e+01  6.1428314e+01
 -1.2364785e+01  3.7701073e+01 -7.3837051e+00  9.1564751e+00
  3.4040287e+00 -3.1956774e-01  1.2141724e+01 -1.1849016e+01
  6.3539567e+00 -7.9095597e+00  1.0026071e+01 -2.0139240e-02
  1.4647590e+00  3.0920699e+00 -2.5598743e+00  5.7860575e+00
 -4.0924554e+00  3.8187490e+00 -3.7937772e+00  2.5068064e+00
  3.0774213e-02  3.3663809e-01  2.6757100e+00 -1.1233236e+00
  4.3881578e+00  5.2247274e-01  4.2357860e+00 -8.9628416e-01
  2.1261871e+00  1.4916593e+00  1.7914196e+00  2.6656549e+00
 -8.9997184e-01  2.6373901e+00 -3.7844494e-01  2.1001675e+00]"	cat
"[-2.8150562e+02  1.8695335e+02 -3.7447247e+01 -3.0794004e+01
 -1.4626225e+01 -1.4092360e+01 -8.7087364e+00 -8.1864491e+00
 -1.5271529e+01 -4.3041964e+00  8.8443842e+00  7.9988927e-01
 -1.4780939e+01  2.2815163e+00  2.0120260e+01 -2.0451769e+01
 -1.7921265e+01  4.0998993e+00 -9.6758385e+00 -4.8233956e-01
  3.7993639e+00 -4.0165734e+00 -2.4698298e+00  2.8424971e+00
 -1.8107198e+00 -6.8192964e+00  3.2358062e+00  1.4759125e+01
  1.7031115e+01  1.4583868e+01  1.3762643e+01  4.3432603e+00
  1.9710506e-01  8.4077990e-01 -2.1433039e-01  5.0910592e+00
  2.9543650e+00 -9.4325170e-02 -7.4662071e-01 -8.7652308e-01]"	dog
"[-3.19984039e+02  1.36826324e+02 -6.29047852e+01  9.62389278e+00
 -1.67870879e+00 -1.29215866e-01  8.49079704e+00  9.92789841e+00
 -9.29734766e-01 -3.90300512e+00 -5.85358810e+00 -1.09698715e+01
  1.23219786e+01  1.40883226e+01  1.92973423e+01  1.53552313e+01
  9.64063835e+00  7.53352833e+00 -8.30260468e+00 -8.20155430e+00
 -2.74122882e+00  8.34308434e+00 -6.65917277e-01 -1.40135641e+01
 -2.80320024e+00  4.30658340e+00 -1.51548535e-01 -4.50009155e+00
  4.15953255e+00  8.38158607e+00  4.05882931e+00  4.51710176e+00
  9.96514988e+00  1.34153385e+01  7.99514055e+00  3.18851352e-01
 -3.45932436e+00 -1.92804587e+00 -1.42062449e+00  9.95555997e-01]"	cat
"[-3.9324918e+02  7.5033333e+01 -4.6200417e+01 -2.2682058e+01
  3.5792012e+00 -1.0917544e+00 -1.8212593e+01 -1.5162083e+01
 -3.8291824e+00 -1.0871610e+01  4.6162087e-01  1.9929121e+01
  4.9783493e+01  6.8757370e+01  3.6214592e+01 -2.4988420e-01
 -2.1725372e+01 -1.9708820e+01  7.4105496e+00  1.2387445e+01
 -5.9627385e+00 -2.0758175e+01 -1.0347781e+00  3.0609858e+01
  2.0407063e+01  8.0469093e+00  1.8919153e+01  2.0128428e+01
  4.7825379e+00 -7.3464222e+00  1.1357837e+00  4.1926885e+00
 -3.6675568e+00  1.7884867e+00  5.8749909e+00  2.8579893e+00
  6.5081084e-01  3.8046725e+00  1.2685555e+01  8.1278172e+00]"	cat
"[-293.93472      25.26753     -92.220795     28.823133    -33.401215
   14.568397    -25.688583      5.3125176    11.691848     -1.1137289
    4.7248406    -6.8310027     4.664004    -17.183195      4.0724792
   -6.616551      3.1463704    16.19997      13.302512     21.112421
    2.8334787     1.027306     -7.3539658     0.52901417    0.2955839
   -2.5324783    -4.1358314    -7.7259297    -0.8298415    -3.6945004
   -0.8903938    -5.8833766    -2.1017752     1.509748      2.4089487
    1.1860248    -2.288429      2.843805      0.91563946   -0.37121037]"	cat
"[-3.05130035e+02  1.10625725e+02 -1.96937027e+01  5.28109818e+01
 -1.92888629e+00  2.38799992e+01 -7.84192443e-01  6.60408163e+00
  1.21643896e+01  7.08891392e+00  1.55854578e+01  9.52570498e-01
  6.21696281e+00 -6.09604645e+00  5.73113871e+00  4.94871950e+00
  1.78095627e+00 -1.23504961e+00 -2.60014391e+00  1.26480026e+01
  2.67110252e+00 -7.11625665e-02 -2.23037291e+00  3.41553450e+00
  2.56825733e+00  2.06850559e-01  4.34782648e+00 -2.14892817e+00
  1.19527137e+00  1.26477671e+00  2.33444977e+00 -2.14399800e-01
  2.04607892e+00  4.07714367e+00 -9.94870901e-01  1.58568633e+00
 -4.20904368e-01  1.05075288e+00  1.01325107e+00 -2.63977170e-01]"	cat
"[-2.22624710e+02  1.47558411e+02 -1.07410233e+02 -2.93843055e+00
 -1.15948925e+01 -2.97483215e+01 -1.76082119e-01  4.18797159e+00
  3.34104443e+00  1.42955389e+01  2.27987766e+01  9.82802963e+00
  1.53489733e+00  1.56080685e+01  1.17172337e+01 -6.74461126e+00
  5.21389914e+00  7.71821690e+00  8.51915932e+00  7.48220730e+00
  4.05673981e+00  5.13615894e+00 -6.07515955e+00  2.59470916e+00
 -5.05202770e-01 -6.99747038e+00 -2.37942839e+00 -6.57150078e+00
 -3.18136525e+00 -1.08790898e+00 -2.44958735e+00 -1.95088160e+00
  7.20700550e+00  6.23088408e+00  2.11799264e+00  5.27673244e+00
  2.51275921e+00  3.80314732e+00  9.54430103e-02 -1.01984881e-01]"	cat
"[-337.9308       87.9577      -15.286282     44.858154      4.880586
   24.997606     14.293571     17.247904     10.152095      6.205829
   15.765305      2.1192205    11.812423      2.73625       6.893662
    5.7222958     5.216599      7.930804      0.8597207     6.4305964
    0.4979698     5.3983746     4.274232      2.9857352     6.223977
    2.470432      3.4131358     1.2699311     3.0176466     0.6792652
    3.2836583     4.9051147     2.430378      3.5215964     2.4883065
    2.8363335     0.52572584    2.8684149     2.9331574     1.1767024 ]"	cat
"[-2.8472031e+02  1.0050359e+02 -1.4248305e+01  3.9798679e+01
 -5.5502300e+00  1.7131018e+01  3.9113798e+00  8.8557720e+00
  6.5622468e+00 -4.6186990e-01  1.0207291e+01 -2.8595078e-01
  7.1932483e+00 -6.2391543e-01  5.9617782e+00  6.0629478e+00
  6.8277884e+00  1.0363786e+01  4.1141567e+00  6.3653708e+00
  2.0499630e-01  3.7666650e+00  1.8391711e+00  2.3234277e+00
  1.8214099e+00 -1.8428851e+00  1.2233073e+00 -7.7994454e-01
  1.2717128e+00  6.4978009e-01  6.5351546e-01 -1.1024508e-01
  2.3307135e+00  2.4998922e+00 -2.1360843e-01  1.5807544e+00
  2.4205156e-01  1.3935287e+00 -1.5991175e+00 -7.4836862e-01]"	cat
"[-2.8051831e+02  1.3398145e+02 -4.9993176e+01  6.6779648e+01
 -1.7986435e+01  3.9760563e+01 -9.0969725e+00  1.3522814e+01
  5.2132201e+00  2.3282323e+00  1.4906204e+01 -9.6818266e+00
  1.0087248e+01 -9.5591173e+00  1.0369789e+01 -8.3805269e-01
  1.9334376e+00  2.2790146e+00 -2.1503747e+00  5.9154367e+00
 -4.0124516e+00  4.6985736e+00 -3.9210012e+00  4.3066559e+00
 -5.2025133e-01  1.5087222e+00  2.1051786e+00 -1.4797339e+00
  4.2473989e+00 -9.2684907e-01  3.8814778e+00 -1.7647096e+00
  2.4393773e+00  1.8027347e-01  8.3012784e-01  1.6547810e+00
 -1.5039804e+00  1.5289186e+00 -1.4885621e+00  1.2536411e+00]"	cat
"[-4.2714032e+02  3.1971853e+01 -2.8305233e+01  4.9113951e+00
  4.9329524e+00  6.7837529e+00 -7.1105156e+00 -6.1187291e+00
 -4.5705438e+00 -2.9662495e+00  4.9298992e+00  2.4767191e+00
  5.8070445e+00 -2.8555965e+00 -7.5478911e+00 -5.6598425e+00
  3.5126299e-01  2.7698355e+00 -8.1579123e+00 -8.3634834e+00
 -1.1106585e+00  3.6005681e+00 -6.0126227e-01 -5.1931071e+00
 -2.7961819e+00 -2.2923841e+00 -5.3097835e+00 -4.6175880e+00
  5.1578295e-01 -2.2473366e+00 -4.8026123e+00 -3.7950909e-01
  1.5006899e+00 -1.1868161e+00 -2.4506714e+00 -3.2552903e+00
 -5.0831141e+00 -1.5721995e+00 -6.8690407e-01 -2.9902229e+00]"	cat
"[-2.2552615e+02  1.3911383e+02 -4.8245636e+01  1.9644644e+01
 -7.1017547e+00  2.2842232e+01  5.2805763e-01  1.5713047e+00
  1.0271685e+01 -1.8232727e+00  5.6215701e+00 -2.9871597e+00
  4.5311828e+00 -1.9612079e+00  4.3902879e+00  3.8622797e+00
  2.6694589e+00  3.9173326e+00 -1.8522547e+00  4.8891883e+00
 -4.7350384e-02  4.5499034e+00  2.0267580e+00  1.7448884e+00
  3.5916383e+00 -3.3566377e-01  3.3092923e+00  4.5661515e-01
  3.3881681e+00  1.3495573e+00  1.3295609e-01  1.3269099e+00
  1.8776602e+00  3.0320826e+00 -2.2987528e-01  4.9529585e-01
 -1.4383278e+00 -1.2987827e-02 -1.0043986e+00 -2.7568054e+00]"	cat
